+-----+--------------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                             |
|eruvim-merged.txt-085a-0007  |175  |175:58.7%, 167:21.2%, 81:12.9% |ledge, hired, laborer, harvester, property, extend, karpef, minimal, sowed, convert                     |
|eruvim-merged.txt-085a-0008  |175  |175:60.2%, 167:23.3%, 81:4.9%  |ledge, hired, laborer, harvester, property, extend, karpef, minimal, sowed, convert                     |
|eruvim-merged.txt-085a-0009  |175  |175:54.8%, 167:18.3%, 131:15.1%|ledge, hired, laborer, harvester, property, extend, karpef, minimal, sowed, convert                     |
|eruvim-merged.txt-085a-0010  |175  |175:48.5%, 145:20.4%, 131:17.9%|ledge, hired, laborer, harvester, property, extend, karpef, minimal, sowed, convert                     |
|eruvim-merged.txt-085a-0011  |175  |175:45.7%, 145:20.8%, 131:18.4%|ledge, hired, laborer, harvester, property, extend, karpef, minimal, sowed, convert                     |
|eruvim-merged.txt-085a-0012  |145  |145:40.3%, 131:24.7%, 175:20.1%|upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0013  |145  |145:47.8%, 131:33.9%, 153:12.6%|upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0014  |145  |145:69.9%, 131:24.1%, 175:5.2% |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0015  |145  |145:64.3%, 131:28.8%, 172:5.8% |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0016  |145  |145:70.5%, 131:25.2%, 28:3.3%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0017  |145  |145:80.8%, 131:18.4%, 98:0.0%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0018  |145  |145:69.0%, 131:30.3%, 98:0.0%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0019  |145  |145:68.0%, 131:31.3%, 98:0.0%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0020  |145  |145:61.0%, 131:38.3%, 98:0.0%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0021  |145  |145:58.7%, 131:29.4%, 68:11.2% |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0022  |145  |145:56.6%, 131:34.3%, 68:8.3%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0023  |145  |145:43.6%, 31:33.5%, 68:13.4%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0024  |145  |145:43.4%, 31:33.4%, 68:13.5%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085a-0025  |145  |145:41.1%, 31:30.1%, 68:12.8%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085b-0000  |163  |163:94.9%, 103:3.4%, 98:0.0%   |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-085b-0001  |163  |163:98.8%, 98:0.0%, 81:0.0%    |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-085b-0002  |163  |163:98.9%, 98:0.0%, 81:0.0%    |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-085b-0003  |163  |163:99.0%, 98:0.0%, 81:0.0%    |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-085b-0004  |163  |163:79.8%, 145:19.4%, 98:0.0%  |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-085b-0005  |163  |163:42.8%, 145:32.1%, 28:10.4% |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-085b-0006  |145  |145:28.6%, 68:23.5%, 31:22.6%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085b-0007  |145  |145:31.2%, 31:25.5%, 68:23.4%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085b-0008  |145  |145:30.8%, 31:30.2%, 68:25.1%  |upper, balcony, residents, lower, segment, use, standing, alleyway, cubit, partition                    |
|eruvim-merged.txt-085b-0009  |68   |68:34.6%, 31:30.9%, 145:20.1%  |throwing, fast, lowering, onto, used, object, set, ninth, fell, residents                               |
|eruvim-merged.txt-085b-0010  |31   |31:40.3%, 68:33.1%, 172:14.7%  |roots, herbs, ruins, ruin, planted, tree, air, seeds, elevated, use                                     |
|eruvim-merged.txt-085b-0011  |31   |31:83.5%, 154:12.1%, 17:3.3%   |roots, herbs, ruins, ruin, planted, tree, air, seeds, elevated, use                                     |
|eruvim-merged.txt-085b-0012  |31   |31:97.9%, 17:1.4%, 98:0.0%     |roots, herbs, ruins, ruin, planted, tree, air, seeds, elevated, use                                     |
|eruvim-merged.txt-085b-0013  |31   |31:89.1%, 153:6.6%, 72:2.6%    |roots, herbs, ruins, ruin, planted, tree, air, seeds, elevated, use                                     |
|eruvim-merged.txt-085b-0014  |31   |31:73.2%, 72:15.6%, 81:6.9%    |roots, herbs, ruins, ruin, planted, tree, air, seeds, elevated, use                                     |
|eruvim-merged.txt-085b-0015  |31   |31:48.9%, 81:29.8%, 72:20.8%   |roots, herbs, ruins, ruin, planted, tree, air, seeds, elevated, use                                     |
|eruvim-merged.txt-085b-0016  |81   |81:39.4%, 31:37.8%, 72:22.3%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-085b-0017  |81   |81:64.1%, 72:27.2%, 175:8.2%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-085b-0018  |81   |81:64.1%, 72:25.3%, 175:7.7%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-085b-0019  |81   |81:65.7%, 72:12.9%, 80:6.6%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-085b-0020  |81   |81:58.9%, 145:10.1%, 80:9.6%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-085b-0021  |81   |81:66.9%, 31:11.7%, 80:8.0%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-085b-0022  |81   |81:61.1%, 31:18.1%, 80:9.1%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-085b-0023  |81   |81:61.1%, 31:17.8%, 28:7.9%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-085b-0024  |81   |81:53.6%, 31:32.5%, 68:13.4%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-085b-0025  |81   |81:51.2%, 31:29.7%, 68:18.6%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-085b-0026  |81   |81:31.6%, 28:29.4%, 68:19.6%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-085b-0027  |28   |28:44.2%, 81:23.1%, 68:16.5%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0028  |28   |28:64.2%, 81:15.1%, 68:10.8%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0029  |28   |28:92.4%, 180:4.3%, 68:2.7%    |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0030  |28   |28:94.7%, 180:3.0%, 76:1.7%    |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0031  |28   |28:95.9%, 76:3.4%, 98:0.0%     |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0032  |28   |28:97.1%, 76:2.3%, 98:0.0%     |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0033  |28   |28:99.5%, 98:0.0%, 81:0.0%     |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0034  |28   |28:99.5%, 98:0.0%, 81:0.0%     |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0035  |28   |28:93.7%, 137:5.8%, 98:0.0%    |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0036  |28   |28:95.3%, 137:4.2%, 98:0.0%    |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0037  |28   |28:86.6%, 137:12.8%, 98:0.0%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0038  |28   |28:67.3%, 1:19.2%, 137:12.8%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0039  |28   |28:66.6%, 1:21.9%, 137:10.8%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0040  |28   |28:62.1%, 1:31.4%, 137:5.7%    |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0041  |28   |28:52.8%, 1:29.3%, 137:17.1%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0042  |28   |28:52.9%, 1:31.0%, 137:15.3%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0043  |28   |28:57.7%, 1:21.1%, 137:18.6%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0044  |28   |28:48.8%, 1:26.2%, 137:21.1%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0045  |28   |28:35.6%, 1:21.6%, 137:18.6%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0046  |1    |1:29.4%, 63:19.1%, 137:15.6%   |alleyway, eiruv, side, post, day, valid, establish, handbreadths, cross, tree                           |
|eruvim-merged.txt-085b-0047  |63   |63:32.1%, 1:16.2%, 137:14.9%   |bread, food, eiruv, meals, joining, amount, eat, person, log, enough                                    |
|eruvim-merged.txt-085b-0048  |63   |63:51.4%, 137:20.4%, 28:11.5%  |bread, food, eiruv, meals, joining, amount, eat, person, log, enough                                    |
|eruvim-merged.txt-085b-0049  |63   |63:50.9%, 137:22.1%, 28:15.3%  |bread, food, eiruv, meals, joining, amount, eat, person, log, enough                                    |
|eruvim-merged.txt-085b-0050  |63   |63:44.8%, 137:23.7%, 28:21.2%  |bread, food, eiruv, meals, joining, amount, eat, person, log, enough                                    |
|eruvim-merged.txt-085b-0051  |63   |63:33.2%, 28:30.9%, 137:26.3%  |bread, food, eiruv, meals, joining, amount, eat, person, log, enough                                    |
|eruvim-merged.txt-085b-0052  |28   |28:65.1%, 63:19.3%, 137:14.9%  |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0053  |28   |28:64.6%, 137:18.8%, 1:10.1%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0054  |28   |28:88.2%, 137:11.2%, 98:0.0%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0055  |28   |28:85.9%, 184:7.7%, 137:4.7%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0056  |28   |28:91.7%, 184:7.0%, 156:0.8%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0057  |28   |28:89.7%, 184:7.2%, 66:1.9%    |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0058  |28   |28:79.0%, 66:5.8%, 184:5.5%    |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0059  |28   |28:70.4%, 66:8.1%, 184:7.0%    |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0060  |28   |28:54.5%, 66:9.3%, 149:8.6%    |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0061  |28   |28:22.4%, 66:13.6%, 183:12.8%  |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-085b-0062  |183  |183:17.1%, 66:15.6%, 22:14.2%  |loaf, kav, figs, forbidden, zuz, dates, dried, shall, ate, worth                                        |
|eruvim-merged.txt-085b-0063  |16   |16:20.2%, 183:16.6%, 22:16.1%  |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-086a-0000  |175  |175:39.2%, 157:37.3%, 149:10.1%|ledge, hired, laborer, harvester, property, extend, karpef, minimal, sowed, convert                     |
|eruvim-merged.txt-086a-0001  |157  |157:26.6%, 175:20.9%, 111:8.9% |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-086a-0002  |157  |157:27.8%, 175:18.8%, 111:12.0%|square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-086a-0003  |157  |157:21.7%, 50:18.4%, 48:17.3%  |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-086a-0004  |48   |48:16.3%, 50:14.9%, 118:12.8%  |residence, roof, wealthy, portico, rabbi, meir, foot, boat, pauper, partitions                          |
|eruvim-merged.txt-086a-0005  |118  |118:16.1%, 50:15.7%, 48:12.2%  |selah, desire, forever, 16, request, lips, withheld, va, written, verbally                              |
|eruvim-merged.txt-086a-0006  |118  |118:16.2%, 50:16.2%, 48:14.2%  |selah, desire, forever, 16, request, lips, withheld, va, written, verbally                              |
|eruvim-merged.txt-086a-0007  |118  |118:14.1%, 50:13.7%, 48:10.8%  |selah, desire, forever, 16, request, lips, withheld, va, written, verbally                              |
|eruvim-merged.txt-086a-0008  |28   |28:31.9%, 188:13.6%, 118:8.6%  |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0009  |28   |28:43.5%, 180:14.0%, 188:12.8% |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0010  |28   |28:62.7%, 180:16.9%, 188:15.1% |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0011  |28   |28:64.8%, 180:20.3%, 188:14.3% |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0012  |28   |28:68.9%, 180:19.5%, 188:9.0%  |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0013  |28   |28:79.6%, 180:16.6%, 43:2.1%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0014  |28   |28:83.5%, 180:11.4%, 43:3.1%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0015  |28   |28:84.9%, 180:10.2%, 43:3.3%   |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0016  |28   |28:88.8%, 180:5.8%, 43:4.1%    |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0017  |28   |28:95.7%, 64:3.6%, 98:0.0%     |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0018  |28   |28:98.0%, 64:1.1%, 98:0.0%     |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0019  |28   |28:99.3%, 98:0.0%, 81:0.0%     |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0020  |28   |28:99.4%, 98:0.0%, 81:0.0%     |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0021  |28   |28:99.3%, 98:0.0%, 81:0.0%     |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0022  |28   |28:99.3%, 98:0.0%, 81:0.0%     |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0023  |28   |28:93.9%, 163:5.5%, 98:0.0%    |wart, instrument, gatehouse, prohibited, house, render, homeowner, lived, hand, courtyard               |
|eruvim-merged.txt-086a-0024  |163  |163:50.3%, 28:49.1%, 98:0.0%   |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-086a-0025  |163  |163:71.5%, 126:12.7%, 166:8.4% |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-086a-0026  |163  |163:61.7%, 81:11.0%, 131:8.0%  |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-086a-0027  |163  |163:49.7%, 131:15.3%, 81:9.3%  |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-086a-0028  |154  |154:27.1%, 163:23.4%, 131:16.9%|city, courtyards, middle, eiruv, yo, anan, residents, courtyard, synagogue, ben                         |
|eruvim-merged.txt-086a-0029  |154  |154:40.1%, 131:19.5%, 98:16.2% |city, courtyards, middle, eiruv, yo, anan, residents, courtyard, synagogue, ben                         |
|eruvim-merged.txt-086a-0030  |154  |154:44.2%, 131:23.8%, 98:16.7% |city, courtyards, middle, eiruv, yo, anan, residents, courtyard, synagogue, ben                         |
|eruvim-merged.txt-086a-0031  |154  |154:46.6%, 98:27.0%, 131:20.3% |city, courtyards, middle, eiruv, yo, anan, residents, courtyard, synagogue, ben                         |
|eruvim-merged.txt-086a-0032  |154  |154:39.4%, 98:32.8%, 131:20.3% |city, courtyards, middle, eiruv, yo, anan, residents, courtyard, synagogue, ben                         |
|eruvim-merged.txt-086a-0033  |154  |154:50.3%, 131:26.4%, 98:20.3% |city, courtyards, middle, eiruv, yo, anan, residents, courtyard, synagogue, ben                         |
|eruvim-merged.txt-086a-0034  |154  |154:41.7%, 131:31.1%, 98:25.4% |city, courtyards, middle, eiruv, yo, anan, residents, courtyard, synagogue, ben                         |
|eruvim-merged.txt-086a-0035  |131  |131:39.1%, 154:29.5%, 98:27.0% |cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086a-0036  |131  |131:46.5%, 154:21.2%, 98:21.1% |cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086a-0037  |131  |131:43.9%, 154:24.0%, 98:20.6% |cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086a-0038  |131  |131:43.8%, 98:23.2%, 154:21.1% |cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086a-0039  |131  |131:47.1%, 154:25.7%, 98:15.0% |cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086a-0040  |131  |131:47.7%, 154:25.7%, 98:12.4% |cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086a-0041  |131  |131:44.4%, 154:32.3%, 187:9.8% |cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086a-0042  |131  |131:42.5%, 154:25.7%, 187:18.9%|cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086a-0043  |131  |131:31.8%, 187:25.1%, 154:15.6%|cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086a-0044  |187  |187:26.2%, 131:18.5%, 1:18.4%  |beam, cross, brick, sturdy, beneath, considers, curved, enough, beams, handbreadth                      |
|eruvim-merged.txt-086a-0045  |187  |187:29.6%, 1:17.1%, 172:12.4%  |beam, cross, brick, sturdy, beneath, considers, curved, enough, beams, handbreadth                      |
|eruvim-merged.txt-086a-0046  |187  |187:39.3%, 1:22.0%, 172:17.9%  |beam, cross, brick, sturdy, beneath, considers, curved, enough, beams, handbreadth                      |
|eruvim-merged.txt-086b-0000  |131  |131:52.7%, 187:22.7%, 1:16.6%  |cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086b-0001  |131  |131:51.6%, 187:21.2%, 1:17.0%  |cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086b-0002  |131  |131:43.5%, 187:21.1%, 1:16.2%  |cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086b-0003  |131  |131:33.0%, 180:23.8%, 187:16.2%|cistern, water, draw, embankment, near, balcony, levites, lowering, cities, surface                     |
|eruvim-merged.txt-086b-0004  |180  |180:61.4%, 81:10.7%, 187:10.6% |loaves, ritually, tenant, impure, consecrated, forty, impurity, suspended, sandal, landlord             |
|eruvim-merged.txt-086b-0005  |180  |180:61.7%, 131:12.2%, 187:11.9%|loaves, ritually, tenant, impure, consecrated, forty, impurity, suspended, sandal, landlord             |
|eruvim-merged.txt-086b-0006  |180  |180:71.7%, 98:9.7%, 187:7.6%   |loaves, ritually, tenant, impure, consecrated, forty, impurity, suspended, sandal, landlord             |
|eruvim-merged.txt-086b-0007  |180  |180:69.8%, 98:10.9%, 131:8.5%  |loaves, ritually, tenant, impure, consecrated, forty, impurity, suspended, sandal, landlord             |
|eruvim-merged.txt-086b-0008  |180  |180:47.1%, 48:13.0%, 172:8.0%  |loaves, ritually, tenant, impure, consecrated, forty, impurity, suspended, sandal, landlord             |
|eruvim-merged.txt-086b-0009  |48   |48:34.5%, 180:18.7%, 60:11.4%  |residence, roof, wealthy, portico, rabbi, meir, foot, boat, pauper, partitions                          |
|eruvim-merged.txt-086b-0010  |48   |48:34.9%, 180:20.0%, 60:11.0%  |residence, roof, wealthy, portico, rabbi, meir, foot, boat, pauper, partitions                          |
|eruvim-merged.txt-086b-0011  |48   |48:44.7%, 60:13.9%, 174:11.2%  |residence, roof, wealthy, portico, rabbi, meir, foot, boat, pauper, partitions                          |
|eruvim-merged.txt-086b-0012  |48   |48:44.4%, 174:11.2%, 60:10.6%  |residence, roof, wealthy, portico, rabbi, meir, foot, boat, pauper, partitions                          |
|eruvim-merged.txt-086b-0013  |48   |48:33.0%, 98:26.2%, 1:11.7%    |residence, roof, wealthy, portico, rabbi, meir, foot, boat, pauper, partitions                          |
|eruvim-merged.txt-086b-0014  |98   |98:37.4%, 81:17.8%, 180:12.6%  |beit, courtyard, opinion, rabbi, accordance, boards, yehuda, breach, upright, clause                    |
|eruvim-merged.txt-086b-0015  |98   |98:34.5%, 81:27.1%, 95:13.8%   |beit, courtyard, opinion, rabbi, accordance, boards, yehuda, breach, upright, clause                    |
|eruvim-merged.txt-086b-0016  |81   |81:22.0%, 98:20.6%, 95:20.0%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-086b-0017  |81   |81:29.7%, 95:20.6%, 98:11.5%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-086b-0018  |81   |81:31.8%, 95:22.8%, 43:12.7%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-086b-0019  |81   |81:29.1%, 16:18.1%, 180:11.8%  |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-086b-0020  |16   |16:26.5%, 81:25.6%, 180:13.2%  |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-086b-0021  |16   |16:21.6%, 81:16.3%, 72:15.7%   |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-086b-0022  |72   |72:15.5%, 16:13.8%, 172:13.1%  |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-086b-0023  |172  |172:16.7%, 16:15.8%, 72:14.6%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-086b-0024  |125  |125:36.1%, 172:20.4%, 161:14.0%|wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-086b-0025  |125  |125:35.4%, 172:24.2%, 161:13.8%|wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-086b-0026  |125  |125:36.3%, 172:32.4%, 161:13.4%|wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-086b-0027  |125  |125:37.0%, 172:29.8%, 161:12.5%|wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-086b-0028  |125  |125:37.1%, 172:27.4%, 154:14.4%|wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-086b-0029  |172  |172:29.0%, 157:23.7%, 98:15.3% |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-086b-0030  |157  |157:45.0%, 98:33.7%, 131:8.9%  |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-086b-0031  |157  |157:41.8%, 98:35.5%, 131:12.2% |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-087a-0000  |172  |172:68.3%, 157:15.5%, 131:8.3% |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0001  |172  |172:56.0%, 131:15.7%, 157:14.4%|partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0002  |172  |172:44.5%, 131:15.3%, 98:15.3% |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0003  |172  |172:32.2%, 157:17.0%, 131:15.0%|partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0004  |157  |157:50.1%, 98:20.6%, 131:16.0% |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-087a-0005  |157  |157:60.2%, 98:20.2%, 80:9.7%   |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-087a-0006  |157  |157:65.7%, 80:11.1%, 98:10.5%  |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
